stalk color below ring,gill color,gill size,stalk color above ring,odor,gill attachment,spore print color,stalk root,ring number,veil type,population,cap surface,gill spacing,ring type,veil color,habitat,stalk surface above ring,cap shape,class,stalk shape,cap color,bruises,stalk surface below ring
p,b,n,w,s,f,w,?,o,p,v,y,c,e,w,p,k,f,p,t,n,f,s
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,e,f,s
w,w,b,w,n,f,w,?,t,p,s,s,w,p,w,g,k,k,e,e,g,f,k
o,y,b,o,n,a,y,?,o,p,c,s,c,p,n,l,s,b,e,e,n,f,s
w,b,n,w,f,f,w,?,o,p,v,y,c,e,w,l,k,k,p,t,n,f,k
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,p,k,x,p,t,n,f,s
o,o,b,o,n,a,o,?,o,p,v,s,c,p,n,l,s,b,e,e,n,f,s
w,b,n,w,y,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,n,f,s
w,b,n,p,y,f,w,?,o,p,v,s,c,e,w,p,k,k,p,t,n,f,k
w,b,n,w,s,f,w,?,o,p,v,s,c,e,w,l,s,k,p,t,e,f,k
p,b,n,w,s,f,w,?,o,p,v,s,c,e,w,p,s,f,p,t,e,f,s
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,p,s,x,p,t,e,f,s
w,b,n,w,y,f,w,?,o,p,v,s,c,e,w,d,s,x,p,t,e,f,s
w,b,n,p,s,f,w,?,o,p,v,s,c,e,w,d,s,x,p,t,n,f,s
w,b,n,w,y,f,w,?,o,p,v,y,c,e,w,d,s,k,p,t,n,f,k
w,w,b,w,n,f,w,b,t,p,y,s,c,p,w,p,s,x,e,e,p,t,s
p,b,n,w,y,f,w,?,o,p,v,s,c,e,w,d,s,f,p,t,e,f,k
c,w,b,c,m,a,w,c,n,p,c,y,c,n,w,d,k,x,p,e,n,f,y
w,b,n,w,f,f,w,?,o,p,v,s,c,e,w,l,s,k,p,t,n,f,s
w,g,b,w,n,f,w,?,t,p,s,s,w,p,w,g,k,k,e,e,g,f,k
w,b,n,p,f,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,n,f,s
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,p,k,f,p,t,n,f,k
w,b,n,p,s,f,w,?,o,p,v,s,c,e,w,p,s,k,p,t,n,f,k
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,d,s,k,p,t,e,f,k
w,b,n,p,f,f,w,?,o,p,v,y,c,e,w,d,k,f,p,t,e,f,s
w,w,b,w,n,f,w,b,t,p,y,s,c,p,w,p,s,f,e,e,c,t,s
w,b,n,p,f,f,w,?,o,p,v,y,c,e,w,l,s,f,p,t,n,f,k
p,b,n,w,f,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,e,f,k
p,b,n,p,y,f,w,?,o,p,v,s,c,e,w,l,k,x,p,t,e,f,s
p,b,n,p,y,f,w,?,o,p,v,y,c,e,w,l,k,f,p,t,e,f,k
w,b,n,p,f,f,w,?,o,p,v,s,c,e,w,p,s,x,p,t,n,f,s
o,y,b,o,n,a,n,?,o,p,c,s,c,p,n,l,s,f,e,e,n,f,s
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,d,s,f,p,t,e,f,k
w,b,n,p,s,f,w,?,o,p,v,y,c,e,w,p,s,x,p,t,e,f,k
w,b,n,w,f,f,w,?,o,p,v,y,c,e,w,d,s,x,p,t,e,f,k
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,p,k,x,p,t,e,f,k
p,b,n,p,f,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,e,f,k
p,b,n,w,y,f,w,?,o,p,v,s,c,e,w,l,s,x,p,t,e,f,s
w,w,b,w,n,f,w,?,t,p,s,f,w,p,w,g,k,b,e,e,g,f,s
w,b,n,p,s,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,e,f,s
w,b,n,p,s,f,w,?,o,p,v,s,c,e,w,l,s,k,p,t,e,f,k
w,g,b,w,n,f,w,?,t,p,n,f,w,p,w,g,s,k,e,e,g,f,s
o,n,b,o,n,a,n,?,o,p,v,s,c,p,n,l,s,f,e,e,n,f,s
c,w,b,c,m,f,w,c,n,p,c,y,c,n,w,d,k,f,p,e,n,f,y
p,b,n,w,s,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,e,f,k
w,b,n,w,f,f,w,?,o,p,v,s,c,e,w,l,k,f,p,t,n,f,k
p,b,n,w,f,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,n,f,k
p,b,n,w,y,f,w,?,o,p,v,s,c,e,w,l,s,k,p,t,e,f,s
w,b,n,w,y,f,w,?,o,p,v,y,c,e,w,p,s,k,p,t,n,f,s
p,b,n,w,y,f,w,?,o,p,v,y,c,e,w,l,s,k,p,t,n,f,k
w,g,b,w,n,f,w,?,t,p,n,f,w,p,w,g,k,x,e,e,g,f,k
p,b,n,w,f,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,e,f,k
c,y,b,c,m,a,w,c,n,p,c,y,c,n,w,d,k,x,p,e,c,f,y
p,b,n,w,s,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,e,f,k
w,b,n,p,s,f,w,?,o,p,v,y,c,e,w,l,k,k,p,t,e,f,k
w,p,b,w,n,f,w,?,t,p,s,s,w,p,w,g,s,b,e,e,w,f,k
w,b,n,p,y,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,n,f,k
p,b,n,p,y,f,w,?,o,p,v,s,c,e,w,p,s,x,p,t,e,f,k
w,b,n,p,f,f,w,?,o,p,v,y,c,e,w,l,k,f,p,t,n,f,s
p,b,n,p,y,f,w,?,o,p,v,s,c,e,w,p,k,f,p,t,e,f,k
w,b,n,p,f,f,w,?,o,p,v,y,c,e,w,d,s,k,p,t,e,f,k
p,b,n,w,f,f,w,?,o,p,v,y,c,e,w,d,k,k,p,t,e,f,s
w,w,b,w,n,f,w,?,t,p,n,f,w,p,w,g,s,b,e,e,w,f,s
c,w,b,c,m,a,w,c,n,p,c,y,c,n,w,d,k,k,p,e,n,f,y
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,d,k,f,p,t,e,f,s
p,b,n,w,f,f,w,?,o,p,v,s,c,e,w,p,s,k,p,t,n,f,k
p,b,n,w,f,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,n,f,s
w,b,n,w,s,f,w,?,o,p,v,s,c,e,w,l,k,x,p,t,e,f,k
w,w,b,w,n,f,w,b,t,p,v,y,c,p,w,p,s,x,e,e,g,t,s
w,b,n,p,y,f,w,?,o,p,v,s,c,e,w,d,k,f,p,t,n,f,s
w,b,n,w,y,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,e,f,s
w,w,b,w,n,f,w,?,t,p,n,f,w,p,w,g,k,k,e,e,w,f,k
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,d,k,x,p,t,n,f,s
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,d,s,k,p,t,n,f,s
w,b,n,p,s,f,w,?,o,p,v,s,c,e,w,d,s,x,p,t,e,f,s
w,w,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,k,e,e,w,f,k
p,b,n,w,s,f,w,?,o,p,v,y,c,e,w,p,s,f,p,t,n,f,s
p,b,n,w,s,f,w,?,o,p,v,s,c,e,w,p,k,k,p,t,e,f,k
w,b,n,w,y,f,w,?,o,p,v,s,c,e,w,p,k,k,p,t,e,f,k
p,b,n,p,f,f,w,?,o,p,v,y,c,e,w,l,s,f,p,t,e,f,k
o,n,b,o,n,a,y,?,o,p,v,s,c,p,n,l,s,f,e,e,n,f,s
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,d,k,f,p,t,n,f,k
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,d,s,k,p,t,e,f,s
w,b,n,w,y,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,e,f,k
w,b,n,p,f,f,w,?,o,p,v,s,c,e,w,l,s,k,p,t,e,f,k
o,o,b,o,n,a,b,?,o,p,v,s,c,p,o,l,s,b,e,e,n,f,s
w,p,b,w,n,f,w,?,t,p,s,s,w,p,w,g,k,k,e,e,g,f,k
o,n,b,o,n,a,n,?,o,p,v,s,c,p,o,l,s,x,e,e,n,f,s
w,p,b,w,n,f,w,?,t,p,n,f,w,p,w,g,k,x,e,e,g,f,k
p,b,n,w,y,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,e,f,s
p,b,n,w,f,f,w,?,o,p,v,y,c,e,w,d,s,f,p,t,e,f,k
w,b,n,p,s,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,n,f,k
w,b,n,p,y,f,w,?,o,p,v,s,c,e,w,p,k,k,p,t,n,f,s
w,p,b,w,n,f,w,?,t,p,n,s,w,p,w,g,k,b,e,e,w,f,s
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,d,s,f,p,t,n,f,s
w,p,b,w,n,f,w,?,t,p,n,f,w,p,w,g,s,b,e,e,g,f,k
w,b,n,w,f,f,w,?,o,p,v,s,c,e,w,d,k,x,p,t,n,f,s
w,b,n,w,f,f,w,?,o,p,v,y,c,e,w,l,s,x,p,t,e,f,k
c,w,b,c,m,f,w,c,n,p,c,y,c,n,w,d,k,f,p,e,c,f,y
p,b,n,w,s,f,w,?,o,p,v,s,c,e,w,d,s,f,p,t,n,f,s
w,b,n,p,s,f,w,?,o,p,v,y,c,e,w,l,s,x,p,t,e,f,s
w,b,n,w,s,f,w,?,o,p,v,s,c,e,w,l,k,f,p,t,n,f,k
p,b,n,w,f,f,w,?,o,p,v,y,c,e,w,p,k,f,p,t,e,f,s
p,b,n,w,f,f,w,?,o,p,v,s,c,e,w,l,k,f,p,t,e,f,k
w,b,n,w,s,f,w,?,o,p,v,s,c,e,w,d,k,x,p,t,e,f,k
w,w,b,w,n,f,w,?,t,p,s,s,w,p,w,g,k,k,e,e,g,f,s
w,b,n,p,y,f,w,?,o,p,v,s,c,e,w,p,s,x,p,t,e,f,s
p,b,n,w,y,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,n,f,s
p,b,n,w,s,f,w,?,o,p,v,y,c,e,w,l,k,k,p,t,e,f,s
p,b,n,w,y,f,w,?,o,p,v,s,c,e,w,p,k,x,p,t,n,f,k
w,g,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,b,e,e,g,f,k
p,b,n,w,s,f,w,?,o,p,v,s,c,e,w,l,s,x,p,t,n,f,s
w,b,n,w,s,f,w,?,o,p,v,s,c,e,w,d,s,f,p,t,e,f,s
w,b,n,p,s,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,n,f,s
w,w,b,w,n,f,w,?,t,p,s,s,w,p,w,g,s,b,e,e,g,f,s
p,b,n,p,y,f,w,?,o,p,v,s,c,e,w,p,k,x,p,t,n,f,k
w,b,n,w,y,f,w,?,o,p,v,y,c,e,w,p,s,f,p,t,e,f,k
w,b,n,p,y,f,w,?,o,p,v,s,c,e,w,d,s,f,p,t,e,f,k
c,y,b,c,m,f,w,c,n,p,c,y,c,n,w,d,k,f,p,e,n,f,y
w,g,b,w,n,f,w,?,t,p,s,f,w,p,w,g,k,b,e,e,g,f,s
p,b,n,p,f,f,w,?,o,p,v,s,c,e,w,p,k,f,p,t,e,f,k
p,b,n,p,f,f,w,?,o,p,v,s,c,e,w,l,s,k,p,t,n,f,k
w,p,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,k,e,e,g,f,k
p,b,n,p,f,f,w,?,o,p,v,y,c,e,w,l,k,k,p,t,n,f,k
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,l,k,x,p,t,e,f,k
o,y,b,o,n,a,y,?,o,p,c,s,c,p,o,l,s,b,e,e,n,f,s
w,b,n,p,f,f,w,?,o,p,v,y,c,e,w,l,s,k,p,t,n,f,k
w,b,n,w,s,f,w,?,o,p,v,y,c,e,w,l,k,f,p,t,n,f,k
o,n,b,o,n,a,b,?,o,p,c,s,c,p,n,l,s,x,e,e,n,f,s
w,b,n,p,f,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,n,f,k
p,b,n,p,f,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,n,f,k
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,p,k,k,p,t,n,f,s
w,b,n,p,s,f,w,?,o,p,v,s,c,e,w,p,s,k,p,t,n,f,s
w,w,b,w,n,f,w,b,t,p,y,y,c,p,w,p,s,f,e,e,c,t,s
o,n,b,o,n,a,n,?,o,p,c,s,c,p,n,l,s,f,e,e,n,f,s
w,g,b,w,n,f,w,?,t,p,n,s,w,p,w,g,k,b,e,e,w,f,k
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,p,s,k,p,t,e,f,s
w,w,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,b,e,e,g,f,s
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,e,f,k
w,b,n,w,s,f,w,?,o,p,v,y,c,e,w,d,s,k,p,t,n,f,s
o,o,b,o,n,a,y,?,o,p,c,s,c,p,o,l,s,x,e,e,n,f,s
w,b,n,w,y,f,w,?,o,p,v,s,c,e,w,p,k,x,p,t,e,f,s
p,b,n,p,f,f,w,?,o,p,v,s,c,e,w,d,k,x,p,t,n,f,s
w,b,n,w,y,f,w,?,o,p,v,s,c,e,w,l,k,f,p,t,e,f,s
p,b,n,p,s,f,w,?,o,p,v,y,c,e,w,p,s,f,p,t,e,f,s
p,b,n,p,s,f,w,?,o,p,v,y,c,e,w,p,k,x,p,t,e,f,s
w,b,n,w,f,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,e,f,k
n,w,b,n,n,f,w,b,t,p,y,y,c,p,w,d,y,k,e,e,n,f,y
w,b,n,w,f,f,w,?,o,p,v,s,c,e,w,d,s,f,p,t,e,f,s
w,b,n,p,s,f,w,?,o,p,v,s,c,e,w,p,k,k,p,t,n,f,k
w,b,n,w,y,f,w,?,o,p,v,y,c,e,w,p,s,f,p,t,n,f,s
p,b,n,p,f,f,w,?,o,p,v,s,c,e,w,d,k,f,p,t,e,f,s
w,w,b,w,n,f,w,?,t,p,n,f,w,p,w,g,s,k,e,e,g,f,s
p,b,n,w,f,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,n,f,k
w,p,b,w,n,f,w,?,t,p,s,f,w,p,w,g,k,b,e,e,w,f,s
w,b,n,p,y,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,e,f,k
w,p,b,w,n,f,w,?,t,p,n,s,w,p,w,g,k,x,e,e,g,f,k
o,y,b,o,n,a,y,?,o,p,c,s,c,p,o,l,s,k,e,e,n,f,s
p,b,n,w,f,f,w,?,o,p,v,s,c,e,w,p,k,k,p,t,e,f,s
p,b,n,w,f,f,w,?,o,p,v,y,c,e,w,l,s,k,p,t,n,f,s
w,g,b,w,n,f,w,?,t,p,n,f,w,p,w,g,k,k,e,e,g,f,k
p,b,n,p,y,f,w,?,o,p,v,s,c,e,w,l,s,x,p,t,n,f,s
p,b,n,w,s,f,w,?,o,p,v,y,c,e,w,l,s,k,p,t,n,f,s
w,g,b,w,n,f,w,?,t,p,n,f,w,p,w,g,k,x,e,e,w,f,s
w,b,n,p,f,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,e,f,s
p,b,n,p,f,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,e,f,s
w,b,n,p,f,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,e,f,k
w,b,n,w,s,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,e,f,s
w,b,n,p,s,f,w,?,o,p,v,y,c,e,w,p,s,k,p,t,n,f,s
w,g,b,w,n,f,w,?,t,p,n,s,w,p,w,g,k,k,e,e,g,f,k
p,b,n,p,f,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,n,f,k
p,b,n,w,f,f,w,?,o,p,v,s,c,e,w,l,s,k,p,t,e,f,s
w,w,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,x,e,e,g,f,k
o,y,b,o,n,a,y,?,o,p,v,s,c,p,o,l,s,f,e,e,n,f,s
w,g,b,w,n,f,w,?,t,p,n,s,w,p,w,g,k,k,e,e,g,f,s
p,b,n,w,s,f,w,?,o,p,v,s,c,e,w,p,k,x,p,t,e,f,s
w,b,n,w,f,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,n,f,s
p,b,n,w,s,f,w,?,o,p,v,s,c,e,w,p,s,k,p,t,n,f,k
w,p,b,w,n,f,w,?,t,p,s,s,w,p,w,g,k,x,e,e,g,f,s
p,b,n,p,s,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,e,f,k
o,n,b,o,n,a,y,?,o,p,v,s,c,p,o,l,s,f,e,e,n,f,s
w,w,b,w,n,f,w,?,t,p,n,s,w,p,w,g,k,k,e,e,w,f,k
c,y,b,c,m,f,w,c,n,p,c,y,c,n,w,d,k,f,p,e,e,f,y
w,g,b,w,n,f,w,?,t,p,s,s,w,p,w,g,k,b,e,e,g,f,k
w,b,n,w,y,f,w,?,o,p,v,y,c,e,w,p,s,f,p,t,n,f,k
o,o,b,o,n,a,b,?,o,p,c,s,c,p,n,l,s,b,e,e,n,f,s
w,w,b,w,n,f,w,?,t,p,n,s,w,p,w,g,k,b,e,e,g,f,s
o,n,b,o,n,a,y,?,o,p,c,s,c,p,o,l,s,k,e,e,n,f,s
w,p,b,w,n,f,w,?,t,p,n,s,w,p,w,g,k,b,e,e,g,f,k
w,b,n,w,f,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,n,f,s
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,p,s,k,p,t,n,f,k
o,n,b,o,n,a,o,?,o,p,c,s,c,p,n,l,s,f,e,e,n,f,s
p,b,n,p,y,f,w,?,o,p,v,s,c,e,w,p,k,k,p,t,e,f,k
p,b,n,w,y,f,w,?,o,p,v,s,c,e,w,p,s,f,p,t,e,f,k
p,b,n,p,y,f,w,?,o,p,v,s,c,e,w,l,s,k,p,t,n,f,k
p,b,n,w,s,f,w,?,o,p,v,s,c,e,w,l,s,k,p,t,n,f,k
o,y,b,o,n,a,y,?,o,p,v,s,c,p,o,l,s,b,e,e,n,f,s
w,w,b,w,n,f,w,?,t,p,s,f,w,p,w,g,k,k,e,e,g,f,k
o,o,b,o,n,a,o,?,o,p,c,s,c,p,o,l,s,b,e,e,n,f,s
w,b,n,p,s,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,n,f,s
p,b,n,w,s,f,w,?,o,p,v,y,c,e,w,l,s,k,p,t,e,f,k
p,b,n,p,y,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,e,f,s
p,b,n,p,y,f,w,?,o,p,v,s,c,e,w,l,s,k,p,t,n,f,s
o,n,b,o,n,a,n,?,o,p,c,s,c,p,o,l,s,f,e,e,n,f,s
w,b,n,w,y,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,e,f,s
o,o,b,o,n,a,o,?,o,p,v,s,c,p,o,l,s,x,e,e,n,f,s
p,b,n,w,y,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,n,f,k
w,p,b,w,n,f,w,?,t,p,s,s,w,p,w,g,s,k,e,e,w,f,s
p,b,n,w,f,f,w,?,o,p,v,y,c,e,w,d,s,k,p,t,e,f,s
w,b,n,p,f,f,w,?,o,p,v,y,c,e,w,d,k,k,p,t,n,f,k
w,g,b,w,n,f,w,?,t,p,s,f,w,p,w,g,s,k,e,e,g,f,s
w,b,n,p,y,f,w,?,o,p,v,s,c,e,w,p,k,f,p,t,n,f,s
w,w,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,x,e,e,g,f,s
w,b,n,p,f,f,w,?,o,p,v,y,c,e,w,p,s,k,p,t,n,f,k
p,b,n,p,f,f,w,?,o,p,v,s,c,e,w,d,s,f,p,t,e,f,k
w,p,b,w,n,f,w,?,t,p,n,f,w,p,w,g,k,x,e,e,w,f,k
w,b,n,w,s,f,w,?,o,p,v,y,c,e,w,l,k,k,p,t,n,f,s
c,w,b,c,m,a,w,c,n,p,c,y,c,n,w,d,k,f,p,e,n,f,y
w,w,b,w,n,f,w,?,t,p,n,f,w,p,w,g,s,b,e,e,g,f,s
p,b,n,w,y,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,e,f,k
p,b,n,p,s,f,w,?,o,p,v,y,c,e,w,d,k,x,p,t,e,f,s
p,b,n,w,y,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,e,f,k
w,g,b,w,n,f,w,?,t,p,n,f,w,p,w,g,s,k,e,e,g,f,k
w,p,b,w,n,f,w,?,t,p,s,f,w,p,w,g,s,k,e,e,w,f,s
w,b,n,w,s,f,w,?,o,p,v,y,c,e,w,d,s,k,p,t,e,f,k
w,g,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,k,e,e,g,f,s
w,b,n,p,f,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,n,f,k
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,l,s,k,p,t,n,f,s
w,w,b,w,n,f,w,?,t,p,s,s,w,p,w,g,k,k,e,e,w,f,s
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,l,k,k,p,t,e,f,k
w,w,b,w,n,f,w,?,t,p,s,s,w,p,w,g,k,b,e,e,w,f,s
p,b,n,p,y,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,n,f,k
w,w,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,x,e,e,w,f,k
o,n,b,o,n,a,n,?,o,p,v,s,c,p,o,l,s,b,e,e,n,f,s
p,b,n,w,s,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,n,f,s
w,b,n,p,f,f,w,?,o,p,v,y,c,e,w,p,s,k,p,t,e,f,k
w,w,b,w,n,f,w,?,t,p,n,f,w,p,w,g,s,x,e,e,w,f,s
c,y,b,c,m,a,w,c,n,p,c,y,c,n,w,d,k,x,p,e,e,f,y
w,b,n,p,y,f,w,?,o,p,v,s,c,e,w,p,k,k,p,t,e,f,k
w,b,n,w,f,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,n,f,k
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,p,s,k,p,t,n,f,s
w,b,n,w,f,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,e,f,k
o,o,b,o,n,a,b,?,o,p,c,s,c,p,n,l,s,k,e,e,n,f,s
w,b,n,p,f,f,w,?,o,p,v,y,c,e,w,l,k,k,p,t,n,f,s
n,w,b,n,n,f,w,b,t,p,y,y,c,p,w,d,y,f,e,e,n,f,y
w,w,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,k,e,e,g,f,s
p,b,n,w,y,f,w,?,o,p,v,y,c,e,w,l,k,f,p,t,e,f,k
y,y,n,y,n,f,w,c,o,p,c,y,w,e,y,l,y,k,p,e,y,f,y
w,b,n,p,y,f,w,?,o,p,v,y,c,e,w,p,s,k,p,t,e,f,s
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,e,f,k
p,b,n,p,s,f,w,?,o,p,v,y,c,e,w,l,s,k,p,t,e,f,k
o,o,b,o,n,a,n,?,o,p,c,s,c,p,n,l,s,b,e,e,n,f,s
w,w,b,w,n,f,w,b,t,p,y,s,c,p,w,p,s,x,e,e,g,t,s
w,p,b,w,n,f,w,?,t,p,n,s,w,p,w,g,k,k,e,e,g,f,s
w,b,n,p,s,f,w,?,o,p,v,y,c,e,w,p,s,f,p,t,e,f,k
w,b,n,w,s,f,w,?,o,p,v,s,c,e,w,p,k,k,p,t,e,f,k
w,b,n,w,s,f,w,?,o,p,v,y,c,e,w,l,s,k,p,t,e,f,s
w,w,b,w,n,f,w,?,t,p,n,f,w,p,w,g,k,b,e,e,w,f,k
o,n,b,o,n,a,o,?,o,p,c,s,c,p,o,l,s,f,e,e,n,f,s
w,b,n,w,y,f,w,?,o,p,v,s,c,e,w,p,k,k,p,t,n,f,k
w,b,n,p,f,f,w,?,o,p,v,s,c,e,w,d,s,k,p,t,e,f,s
w,g,b,w,n,f,w,?,t,p,s,f,w,p,w,g,k,x,e,e,w,f,s
w,b,n,w,y,f,w,?,o,p,v,y,c,e,w,l,s,k,p,t,e,f,k
w,g,b,w,n,f,w,?,t,p,s,f,w,p,w,g,s,x,e,e,w,f,s
p,b,n,w,y,f,w,?,o,p,v,y,c,e,w,l,s,k,p,t,e,f,s
w,b,n,w,s,f,w,?,o,p,v,y,c,e,w,p,s,k,p,t,n,f,k
w,p,b,w,n,f,w,?,t,p,n,s,w,p,w,g,k,x,e,e,g,f,s
w,g,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,x,e,e,w,f,k
w,b,n,w,f,f,w,?,o,p,v,y,c,e,w,d,k,k,p,t,n,f,k
p,b,n,w,f,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,n,f,s
w,b,n,p,s,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,e,f,s
w,p,b,w,n,f,w,?,t,p,n,f,w,p,w,g,k,b,e,e,w,f,k
w,b,n,p,f,f,w,?,o,p,v,s,c,e,w,p,s,f,p,t,n,f,k
w,b,n,p,y,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,e,f,k
p,b,n,p,f,f,w,?,o,p,v,s,c,e,w,l,s,k,p,t,n,f,s
c,y,b,c,m,f,w,c,n,p,c,y,c,n,w,d,k,x,p,e,n,f,y
p,b,n,w,f,f,w,?,o,p,v,y,c,e,w,l,k,k,p,t,n,f,s
o,o,b,o,n,a,y,?,o,p,c,s,c,p,n,l,s,f,e,e,n,f,s
w,b,n,p,f,f,w,?,o,p,v,y,c,e,w,d,s,x,p,t,e,f,s
o,y,b,o,n,a,y,?,o,p,v,s,c,p,n,l,s,f,e,e,n,f,s
w,g,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,b,e,e,w,f,s
w,p,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,b,e,e,g,f,s
p,b,n,w,s,f,w,?,o,p,v,y,c,e,w,l,k,k,p,t,e,f,k
w,b,n,w,y,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,n,f,k
w,b,n,p,f,f,w,?,o,p,v,s,c,e,w,p,s,k,p,t,e,f,s
p,b,n,p,y,f,w,?,o,p,v,s,c,e,w,d,k,k,p,t,e,f,k
w,g,b,w,n,f,w,?,t,p,s,f,w,p,w,g,s,b,e,e,w,f,s
w,p,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,k,e,e,g,f,s
c,w,b,c,m,f,w,c,n,p,c,y,c,n,w,d,k,f,p,e,e,f,y
p,b,n,w,f,f,w,?,o,p,v,y,c,e,w,d,s,k,p,t,n,f,s
p,b,n,p,f,f,w,?,o,p,v,y,c,e,w,p,s,k,p,t,n,f,k
w,b,n,w,y,f,w,?,o,p,v,s,c,e,w,d,s,f,p,t,e,f,s
p,b,n,p,s,f,w,?,o,p,v,s,c,e,w,d,s,x,p,t,n,f,k
p,b,n,p,s,f,w,?,o,p,v,y,c,e,w,p,k,k,p,t,n,f,k
c,y,b,c,m,f,w,c,n,p,c,y,c,n,w,d,k,k,p,e,c,f,y
w,b,n,p,s,f,w,?,o,p,v,y,c,e,w,d,s,k,p,t,n,f,k
w,g,b,w,n,f,w,?,t,p,n,s,w,p,w,g,s,k,e,e,w,f,s
p,b,n,w,y,f,w,?,o,p,v,y,c,e,w,l,k,f,p,t,n,f,k
w,p,b,w,n,f,w,?,t,p,s,f,w,p,w,g,s,b,e,e,g,f,s
w,b,n,w,f,f,w,?,o,p,v,s,c,e,w,d,s,f,p,t,e,f,k
p,b,n,p,y,f,w,?,o,p,v,s,c,e,w,l,k,k,p,t,e,f,k
